 ID     SSSSSSSS.mmmuuun  CH  RISE  COUN  ENER  DURATION AMP A-FRQ    RMS ASL PCNTS THR R-FRQ I-FRQ SIG-STRNGTH  ABS-ENERGY FRQ-C P-FRQ
  1           49.4233502   3     0     1     0         0  35     0 0.0006  19     1  35     0  1000   0.000E+00   0.000E+00   545   141
  1           49.4264407   3     0     1     0       336  35     3 0.0006  19     1  35     0  1000   1.888E+03   2.861E+00   558   185
  1           49.4347083   3     0     1     0         0  35     0 0.0006  19     1  35     0  1000   0.000E+00   0.000E+00   588   444
  1           49.4389038   3     0     1     0         0  35     0 0.0006  19     1  35     0  1000   6.100E+00  74.480E-03   600   454
  1           49.6237498   3     0     1     0         0  35     0 0.0002  15     1  35     0  1000   9.150E+00 102.782E-03   561   141
  1           49.6259912   3     0     1     0         0  35     0 0.0002  15     1  35     0  1000   0.000E+00   0.000E+00   566   439
  1           49.6352578   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   603   454
  1           49.6432143   3     0     1     0         1  37  1000 0.0004  16     1  35     0  1000  61.000E+00 480.210E-03   558   444
  1           51.0661757   3     0     1     0         3  38   333 0.0002  14     1  35     0  1000 122.000E+00 812.018E-03   572   439
  1           51.6372050   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   589   146
  1           51.8432763   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000  15.250E+00 183.035E-03   555   141
  1           52.6242708   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   603   458
  1           52.6312860   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   588   454
  1           52.6492538   3     0     2     0         3  36   667 0.0004  17     1  35   500  1000 106.750E+00 523.967E-03   559   454
  1           52.8780267   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   617   439
  1           52.8828615   3     0     3     0       864  38     3 0.0004  16     3  35     0  3000   5.048E+03   8.290E+00   567   141
  1           52.8856612   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   3.050E+00  62.005E-03   585   439
  1           52.8918137   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   627   449
  1           52.8973772   3     3     3     0         8  39   375 0.0004  17     2  35   250   666 347.700E+00   2.204E+00   567   449
  1           53.7583112   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   615   449
  1           54.0830702   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   651   454
  1           55.0750160   3     0     1     0         3  35   333 0.0002  13     1  35     0  1000  76.250E+00 376.683E-03   575   141
  1           55.3496152   3     0     3     0         8  41   375 0.0004  15     1  35   285  1000 366.000E+00   2.840E+00   523   454
  1           56.2705900   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00  68.894E-03   648   444
  1           56.5440123   3     0     1     0       344  37     3 0.0002  14     1  35     0  1000   1.723E+03   2.802E+00   582   458
  1           56.8092697   3     0     2     0         1  36  2000 0.0002  14     1  35  1000  1000  70.150E+00 461.590E-03   563   185
  1           56.8544528   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   9.150E+00 125.871E-03   583   444
  1           57.0638012   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   600   454
  1           57.0792453   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   591   454
  1           57.0973750   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   593   444
  1           57.1191910   3     0     3     0       166  38    18 0.0004  17     2  35     6  2000   1.025E+03   2.596E+00   558   454
  1           58.3335398   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   625   185
  1           59.2638263   3     0     1     0         1  35  1000 0.0002  13     1  35     0  1000  42.700E+00 223.254E-03   589   444
  1           59.3244255   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   656   458
